uniquename	name	refseq_id
FBtr0091805	His1:CG33801-RA	REFSEQ:NM_001032111
FBtr0091806	His-Psi:CR33802-RA	REFSEQ:NR_002515
FBtr0091807	His3:CG33803-RA	REFSEQ:NM_001032114
FBtr0091808	His1:CG33804-RA	REFSEQ:NM_001032115
FBtr0091809	His-Psi:CR33805-RA	REFSEQ:NR_002517
FBtr0091810	His3:CG33806-RA	REFSEQ:NM_001032118
FBtr0091811	His1:CG33807-RA	REFSEQ:NM_001032119
FBtr0091812	His2A:CG33808-RA	REFSEQ:NM_001032121
FBtr0091813	His3:CG33809-RA	REFSEQ:NM_001032123
FBtr0091814	His1:CG33810-RA	REFSEQ:NM_001032124
FBtr0091815	His-Psi:CR33811-RA	REFSEQ:NR_002519
FBtr0091816	His3:CG33812-RA	REFSEQ:NM_001032127
FBtr0091817	His1:CG33813-RA	REFSEQ:NM_001032128
FBtr0091818	His2A:CG33814-RA	REFSEQ:NM_001032130
FBtr0091819	His3:CG33815-RA	REFSEQ:NM_001032132
FBtr0091820	His1:CG33816-RA	REFSEQ:NM_001032133
FBtr0091821	His2A:CG33817-RA	REFSEQ:NM_001032135
FBtr0091822	His3:CG33818-RA	REFSEQ:NM_001032137
FBtr0091823	His1:CG33819-RA	REFSEQ:NM_001032138
FBtr0091824	His2A:CG33820-RA	REFSEQ:NM_001032140
FBtr0091825	His3:CG33821-RA	REFSEQ:NM_001032142
FBtr0091826	His1:CG33822-RA	REFSEQ:NM_001032143
FBtr0091827	His2A:CG33823-RA	REFSEQ:NM_001032145
FBtr0091828	His3:CG33824-RA	REFSEQ:NM_001032147
FBtr0091829	His1:CG33825-RA	REFSEQ:NM_001032148
FBtr0091830	His2A:CG33826-RA	REFSEQ:NM_001032150
FBtr0091831	His3:CG33827-RA	REFSEQ:NM_001032152
FBtr0091832	His1:CG33828-RA	REFSEQ:NM_001032153
FBtr0091833	His2A:CG33829-RA	REFSEQ:NM_001032155
FBtr0091834	His3:CG33830-RA	REFSEQ:NM_001032157
FBtr0091835	His1:CG33831-RA	REFSEQ:NM_001032158
FBtr0091836	His2A:CG33832-RA	REFSEQ:NM_001032160
FBtr0091837	His3:CG33833-RA	REFSEQ:NM_001032162
FBtr0091838	His1:CG33834-RA	REFSEQ:NM_001032163
FBtr0091839	His2A:CG33835-RA	REFSEQ:NM_001032165
FBtr0091840	His3:CG33836-RA	REFSEQ:NM_001032167
FBtr0091841	His1:CG33837-RA	REFSEQ:NM_001032168
FBtr0091842	His2A:CG33838-RA	REFSEQ:NM_001032170
FBtr0091843	His3:CG33839-RA	REFSEQ:NM_001032172
FBtr0091844	His1:CG33840-RA	REFSEQ:NM_001032173
FBtr0091845	His2A:CG33841-RA	REFSEQ:NM_001032175
FBtr0091846	His3:CG33842-RA	REFSEQ:NM_001032177
FBtr0091847	His1:CG33843-RA	REFSEQ:NM_001032178
FBtr0091848	His2A:CG33844-RA	REFSEQ:NM_001032180
FBtr0091849	His3:CG33845-RA	REFSEQ:NM_001032182
FBtr0091850	His1:CG33846-RA	REFSEQ:NM_001032183
FBtr0091851	His2A:CG33847-RA	REFSEQ:NM_001032185
FBtr0091852	His3:CG33848-RA	REFSEQ:NM_001032187
FBtr0091853	His1:CG33849-RA	REFSEQ:NM_001032188
FBtr0091854	His2A:CG33850-RA	REFSEQ:NM_001032190
FBtr0091855	His3:CG33851-RA	REFSEQ:NM_001032192
FBtr0091856	His1:CG33852-RA	REFSEQ:NM_001032193
FBtr0091857	His2A:CG33853-RA	REFSEQ:NM_001032195
FBtr0091858	His3:CG33854-RA	REFSEQ:NM_001032197
FBtr0091859	His1:CG33855-RA	REFSEQ:NM_001032198
FBtr0091860	His2A:CG33856-RA	REFSEQ:NM_001032200
FBtr0091861	His3:CG33857-RA	REFSEQ:NM_001032202
FBtr0091862	His1:CG33858-RA	REFSEQ:NM_001032203
FBtr0091863	His2A:CG33859-RA	REFSEQ:NM_001032205
FBtr0091864	His3:CG33860-RA	REFSEQ:NM_001032207
FBtr0091865	His1:CG33861-RA	REFSEQ:NM_001032208
FBtr0091866	His2A:CG33862-RA	REFSEQ:NM_001032210
FBtr0091867	His3:CG33863-RA	REFSEQ:NM_001032212
FBtr0091868	His1:CG33864-RA	REFSEQ:NM_001032213
FBtr0091869	His2A:CG33865-RA	REFSEQ:NM_001032215
FBtr0091870	His3:CG33866-RA	REFSEQ:NM_001032216
FBtr0091871	His-Psi:CR33867-RA	REFSEQ:NR_002538
FBtr0091872	His2B:CG33868-RA	REFSEQ:NM_001032214
FBtr0091873	His4:CG33869-RA	REFSEQ:NM_001032211
FBtr0091874	His2B:CG33870-RA	REFSEQ:NM_001032209
FBtr0091875	His4:CG33871-RA	REFSEQ:NM_001032206
FBtr0091876	His2B:CG33872-RA	REFSEQ:NM_001032204
FBtr0091877	His4:CG33873-RA	REFSEQ:NM_001032201
FBtr0091878	His2B:CG33874-RA	REFSEQ:NM_001032199
FBtr0091879	His4:CG33875-RA	REFSEQ:NM_001032196
FBtr0091880	His2B:CG33876-RA	REFSEQ:NM_001032194
FBtr0091881	His4:CG33877-RA	REFSEQ:NM_001032191
FBtr0091882	His2B:CG33878-RA	REFSEQ:NM_001032189
FBtr0091883	His4:CG33879-RA	REFSEQ:NM_001032186
FBtr0091884	His2B:CG33880-RA	REFSEQ:NM_001032184
FBtr0091885	His4:CG33881-RA	REFSEQ:NM_001032181
FBtr0091886	His2B:CG33882-RA	REFSEQ:NM_001032179
FBtr0091887	His4:CG33883-RA	REFSEQ:NM_001032176
FBtr0091888	His2B:CG33884-RA	REFSEQ:NM_001032174
FBtr0091889	His4:CG33885-RA	REFSEQ:NM_001032171
FBtr0091890	His2B:CG33886-RA	REFSEQ:NM_001032169
FBtr0091891	His4:CG33887-RA	REFSEQ:NM_001032166
FBtr0091892	His2B:CG33888-RA	REFSEQ:NM_001032164
FBtr0091893	His4:CG33889-RA	REFSEQ:NM_001032161
FBtr0091894	His2B:CG33890-RA	REFSEQ:NM_001032159
FBtr0091895	His4:CG33891-RA	REFSEQ:NM_001032156
FBtr0091896	His2B:CG33892-RA	REFSEQ:NM_001032154
FBtr0091897	His4:CG33893-RA	REFSEQ:NM_001032151
FBtr0091898	His2B:CG33894-RA	REFSEQ:NM_001032149
FBtr0091899	His4:CG33895-RA	REFSEQ:NM_001032146
FBtr0091900	His2B:CG33896-RA	REFSEQ:NM_001032144
FBtr0091901	His4:CG33897-RA	REFSEQ:NM_001032141
FBtr0091902	His2B:CG33898-RA	REFSEQ:NM_001032139
FBtr0091903	His4:CG33899-RA	REFSEQ:NM_001032136
FBtr0091904	His2B:CG33900-RA	REFSEQ:NM_001032134
FBtr0091905	His4:CG33901-RA	REFSEQ:NM_001032131
FBtr0091906	His2B:CG33902-RA	REFSEQ:NM_001032129
FBtr0091907	His4:CG33903-RA	REFSEQ:NM_001032126
FBtr0091908	His2B:CG33904-RA	REFSEQ:NM_001032125
FBtr0091909	His4:CG33905-RA	REFSEQ:NM_001032122
FBtr0091910	His2B:CG33906-RA	REFSEQ:NM_001032120
FBtr0091911	His4:CG33907-RA	REFSEQ:NM_001032117
FBtr0091912	His2B:CG33908-RA	REFSEQ:NM_001032116
FBtr0091913	His4:CG33909-RA	REFSEQ:NM_001032113
FBtr0091914	His2B:CG33910-RA	REFSEQ:NM_001032112
FBtr0091916	CG33912-RA	REFSEQ:NM_001031968
FBtr0091917	snoRNA:Psi18S-176-RA	REFSEQ:NR_002554
FBtr0091919	sncRNA:128-RA	REFSEQ:NR_002510
FBtr0091920	sncRNA:184-RA	REFSEQ:NR_002552
FBtr0091921	sncRNA:419-RA	REFSEQ:NR_002497
FBtr0091922	snoRNA:Psi28S-2179-RA	REFSEQ:NR_002459
FBtr0091923	CG33919-RA	REFSEQ:NM_001032222
FBtr0091924	CG33920-RA	REFSEQ:NM_001032043
FBtr0091925	snoRNA:CD11a-RA	REFSEQ:NR_002544
FBtr0091926	CG33922-RA	REFSEQ:NM_001032046
FBtr0091928	CheB74a-RA	REFSEQ:NM_001031963
FBtr0091929	snRNA:7SKa-RA	REFSEQ:NR_002493
FBtr0091930	Srg3-RA	REFSEQ:NM_001031947
FBtr0091931	CG33927-RA	REFSEQ:NM_001031976
FBtr0091932	CG33928-RA	REFSEQ:NM_001032105
FBtr0091934	snoRNA:CD17-RA	REFSEQ:NR_002548
FBtr0091935	Rpp20-RA	REFSEQ:NM_001031907
FBtr0091936	CG33932-RA	REFSEQ:NM_001031908
FBtr0091937	Indy2-RA	REFSEQ:NM_001032031
FBtr0091938	Indy2-RB	REFSEQ:NM_001032030
FBtr0091948	lncRNA:CR33938-RA	REFSEQ:NR_002492
FBtr0091953	lncRNA:CR33942-RA	REFSEQ:NR_002547
FBtr0091954	BG642312-RA	REFSEQ:NM_001043122
FBtr0091956	asRNA:CR33945-RA	REFSEQ:NR_002507
FBtr0091959	lncRNA:CR33948-RA	REFSEQ:NR_002480
FBtr0099988	kay-RD	REFSEQ:NM_001032408
FBtr0099989	kay-RA	REFSEQ:NM_001032407
FBtr0099990	kay-RB	REFSEQ:NM_001032406
FBtr0099993	Plp-RC	REFSEQ:NM_001032401
FBtr0099994	CG33958-RA	REFSEQ:NM_001038869
FBtr0100001	Sema2b-RA	REFSEQ:NM_001038863
FBtr0100003	Cp7Fa-RA	REFSEQ:NM_001038748
FBtr0100004	lncRNA:CR33963-RA	REFSEQ:NR_002692
FBtr0100005	CG33964-RA	REFSEQ:NM_001038852
FBtr0100006	CG33965-RA	REFSEQ:NM_001038894
FBtr0100007	CG33966-RA	REFSEQ:NM_001038895
FBtr0100008	kibra-RA	REFSEQ:NM_001038966
FBtr0100009	drd-RA	REFSEQ:NM_001038756
FBtr0100010	CG33969-RA	REFSEQ:NM_001038945
FBtr0100012	osy-RA	REFSEQ:NM_001038982
FBtr0100013	osy-RB	REFSEQ:NM_001038981
FBtr0100014	Ir62a-RA	REFSEQ:NM_001038897
FBtr0100019	Octbeta2R-RA	REFSEQ:NM_001038960
FBtr0100020	Dpm3-RA	REFSEQ:NM_001038962
FBtr0100022	capt-RA	REFSEQ:NM_001038780
FBtr0100023	capt-RB	REFSEQ:NM_001038781
FBtr0100024	Vsx2-RA	REFSEQ:NM_001038743
FBtr0100025	CG33981-RA	REFSEQ:NM_001038865
FBtr0100026	CG33981-RB	REFSEQ:NM_001038866
FBtr0100028	obst-H-RA	REFSEQ:NM_001038931
FBtr0100030	CG33985-RA	REFSEQ:NM_001038929
FBtr0100032	lncRNA:CR33987-RA	REFSEQ:NR_002696
FBtr0100033	Mid1-RA	REFSEQ:NM_001038883
FBtr0100038	Dso2-RA	REFSEQ:NM_001038873
FBtr0100039	nuf-RC	REFSEQ:NM_001038920
FBtr0100040	nuf-RA	REFSEQ:NM_001038922
FBtr0100041	nuf-RD	REFSEQ:NM_001038921
FBtr0100042	nuf-RB	REFSEQ:NM_001038918
FBtr0100043	nuf-RE	REFSEQ:NM_001038919
FBtr0100044	nuf-RF	REFSEQ:NM_001038917
FBtr0100046	Egfrap-RA	REFSEQ:NM_001038902
FBtr0100048	CG33995-RA	REFSEQ:NM_001038788
FBtr0100049	CG33995-RB	REFSEQ:NM_001038786
FBtr0100050	CG33995-RC	REFSEQ:NM_001038787
FBtr0100053	CG33998-RA	REFSEQ:NM_001038870
FBtr0100058	NimB3-RA	REFSEQ:NM_001038816
FBtr0100062	CG34007-RA	REFSEQ:NM_001038840
FBtr0100063	CG34008-RA	REFSEQ:NM_001038973
FBtr0100065	Glyat-RA	REFSEQ:NM_001038794
FBtr0100067	CG34012-RA	REFSEQ:NM_001038912
FBtr0100070	CG34015-RA	REFSEQ:NM_001038759
FBtr0100076	CG34021-RA	REFSEQ:NM_001038853
FBtr0100081	CG34026-RA	REFSEQ:NM_001038750
FBtr0100082	CG34027-RA	REFSEQ:NM_001038979
FBtr0100083	CG34028-RA	REFSEQ:NM_001038749
FBtr0100084	CG34029-RA	REFSEQ:NM_001038875
FBtr0100085	CG34030-RA	REFSEQ:NM_001038904
FBtr0100088	CG34033-RA	REFSEQ:NM_001038848
FBtr0100095	CG34040-RA	REFSEQ:NM_001038874
FBtr0100097	ppk10-RB	REFSEQ:NM_001038805
FBtr0100106	CG34051-RA	REFSEQ:NM_001038827
FBtr0100109	CG34054-RA	REFSEQ:NM_001038851
FBtr0100110	CG8927-RB	REFSEQ:NM_001038967
FBtr0100113	Nf1-RD	REFSEQ:NM_001014668
FBtr0100119	hig-RD	REFSEQ:NM_001014514
FBtr0100120	ste24c-RA	REFSEQ:NM_001032263
FBtr0100125	vir-1-RD	REFSEQ:NM_001038812
FBtr0100126	lov-RD	REFSEQ:NM_001014554
FBtr0100129	CG15117-RC	REFSEQ:NM_001014535
FBtr0100130	twi-RB	REFSEQ:NM_001038878
FBtr0100131	PK1-R-RD	REFSEQ:NM_001014620
FBtr0100132	Clk-RD	REFSEQ:NM_001014576
FBtr0100134	Clk-RF	REFSEQ:NM_001014574
FBtr0100135	tyn-RA	REFSEQ:NM_001031861
FBtr0100136	tyn-RB	REFSEQ:NM_001038726
FBtr0100137	CG15109-RD	REFSEQ:NM_001014534
FBtr0100138	sPLA2-RC	REFSEQ:NM_001014501
FBtr0100140	Asap-RB	REFSEQ:NM_001014504
FBtr0100141	melt-RB	REFSEQ:NM_001014572
FBtr0100142	Ac13E-RB	REFSEQ:NM_001014745
FBtr0100143	CG13175-RA	REFSEQ:NM_136896
FBtr0100144	pug-RD	REFSEQ:NM_001014614
FBtr0100145	Lasp-RB	REFSEQ:NM_168681
FBtr0100146	CaMKII-RD	REFSEQ:NM_166812
FBtr0100147	CaMKII-RE	REFSEQ:NM_166813
FBtr0100148	CaMKII-RG	REFSEQ:NM_001014696
FBtr0100153	hry-RB	REFSEQ:NM_001014577
FBtr0100154	Asx-RB	REFSEQ:NM_001014527
FBtr0100159	Gnf1-RB	REFSEQ:NM_001014605
FBtr0100160	Dad-RC	REFSEQ:NM_001014629
FBtr0100161	CtBP-RE	REFSEQ:NM_001014617
FBtr0100164	RpL13-RB	REFSEQ:NM_001038802
FBtr0100168	Ype-RB	REFSEQ:NM_001038752
FBtr0100169	CG11406-RB	REFSEQ:NM_001014548
FBtr0100170	eyg-RB	REFSEQ:NM_001014582
FBtr0100174	ena-RD	REFSEQ:NM_001014537
FBtr0100176	ena-RE	REFSEQ:NM_001014536
FBtr0100182	14-3-3zeta-RI	REFSEQ:NM_001014516
FBtr0100183	14-3-3zeta-RJ	REFSEQ:NM_001014515
FBtr0100184	jim-RD	REFSEQ:NM_001014601
FBtr0100185	DopEcR-RB	REFSEQ:NM_001014560
FBtr0100186	DopEcR-RC	REFSEQ:NM_001014559
FBtr0100187	Adhr-RB	REFSEQ:NM_001032101
FBtr0100188	Gr22b-RA	REFSEQ:NM_001014456
FBtr0100190	CG18170-RA	REFSEQ:NM_001031927
FBtr0100191	CG18170-RB	REFSEQ:NM_001031926
FBtr0100192	Ptpmeg2-RE	REFSEQ:NM_001014729
FBtr0100193	Ptpmeg2-RF	REFSEQ:NM_001014728
FBtr0100194	rdgB-RC	REFSEQ:NM_001014741
FBtr0100195	rdgB-RD	REFSEQ:NM_001014740
FBtr0100197	mtd-RM	REFSEQ:NM_001031978
FBtr0100198	pck-RD	REFSEQ:NM_001038731
FBtr0100199	mtd-RN	REFSEQ:NM_001031977
FBtr0100204	CG33095-RB	REFSEQ:NM_001032039
FBtr0100213	Nop60B-RB	REFSEQ:NM_001014547
FBtr0100216	scra-RC	REFSEQ:NM_001014502
FBtr0100220	loqs-RC	REFSEQ:NM_001038814
FBtr0100224	Kaz1-ORFB-RH	REFSEQ:NM_001031920
FBtr0100225	Hn-RB	REFSEQ:NM_001014573
FBtr0100227	orb-RD	REFSEQ:NM_170063
FBtr0100228	orb-RE	REFSEQ:NM_170065
FBtr0100230	Hao-RB	REFSEQ:NM_001032230
FBtr0100231	RpL41-RA	REFSEQ:NM_001014551
FBtr0100232	sm-RE	REFSEQ:NM_001032269
FBtr0100239	Frq1-RC	REFSEQ:NM_001038764
FBtr0100244	tra-RB	REFSEQ:NM_001014588
FBtr0100245	pan-RH	REFSEQ:NM_001014685
FBtr0100246	pan-RI	REFSEQ:NM_001038709
FBtr0100253	CG17768-RA	REFSEQ:NM_001032065
FBtr0100254	elav-RB	REFSEQ:NM_001014713
FBtr0100255	TM4SF-RB	REFSEQ:NM_001038879
FBtr0100256	CG32333-RB	REFSEQ:NM_001014555
FBtr0100257	CG15888-RB	REFSEQ:NM_001038961
FBtr0100258	GstS1-RC	REFSEQ:NM_166217
FBtr0100259	qtc-RE	REFSEQ:NM_001014467
FBtr0100260	qtc-RF	REFSEQ:NM_001014469
FBtr0100262	CG31693-RB	REFSEQ:NM_001038844
FBtr0100263	qtc-RG	REFSEQ:NM_001014468
FBtr0100265	peb-RB	REFSEQ:NM_001014722
FBtr0100268	Chrac-14-RB	REFSEQ:NM_057298
FBtr0100277	trx-RE	REFSEQ:NM_001014621
FBtr0100278	eco-RB	REFSEQ:NM_168201
FBtr0100281	CG12481-RB	REFSEQ:NM_001038754
FBtr0100282	CG10737-RE	REFSEQ:NM_001014538
FBtr0100283	CG7215-RA	REFSEQ:NM_142423
FBtr0100285	mRpL53-RA	REFSEQ:NM_166022
FBtr0100286	lola-RZ	REFSEQ:NM_001032229
FBtr0100288	CG14300-RA	REFSEQ:NM_001014639
FBtr0100289	ref(2)P-RB	REFSEQ:NM_001014491
FBtr0100291	Pstk-RA	REFSEQ:NM_134485
FBtr0100293	Df31-RF	REFSEQ:NM_001032217
FBtr0100294	Top1-RC	REFSEQ:NM_001014742
FBtr0100295	CG5928-RB	REFSEQ:NM_001038745
FBtr0100298	Dyb-RD	REFSEQ:NM_001032237
FBtr0100301	smog-RC	REFSEQ:NM_001014465
FBtr0100307	CG4822-RE	REFSEQ:NM_001038772
FBtr0100308	CG4822-RF	REFSEQ:NM_001038773
FBtr0100309	CG4822-RG	REFSEQ:NM_001038774
FBtr0100310	CG4822-RH	REFSEQ:NM_001038775
FBtr0100312	CG33111-RC	REFSEQ:NM_001014646
FBtr0100313	CadN-RI	REFSEQ:NM_001032109
FBtr0100314	CadN-RJ	REFSEQ:NM_001032108
FBtr0100315	CadN-RK	REFSEQ:NM_001032107
FBtr0100316	CadN-RL	REFSEQ:NM_001032106
FBtr0100317	gukh-RC	REFSEQ:NM_001032021
FBtr0100318	polo-RB	REFSEQ:NM_001014592
FBtr0100319	CG15891-RA	REFSEQ:NM_167069
FBtr0100320	fabp-RA	REFSEQ:NM_001032010
FBtr0100321	fabp-RB	REFSEQ:NM_001032009
FBtr0100322	Octbeta1R-RB	REFSEQ:NM_001038975
FBtr0100323	fabp-RC	REFSEQ:NM_001032008
FBtr0100324	Ac3-RC	REFSEQ:NM_001014496
FBtr0100326	acj6-RC	REFSEQ:NM_001014744
FBtr0100327	Ance-3-RB	REFSEQ:NM_001038815
FBtr0100328	acj6-RD	REFSEQ:NM_001014743
FBtr0100329	sona-RA	REFSEQ:NM_137983
FBtr0100331	gish-RF	REFSEQ:NM_001014628
FBtr0100332	gish-RG	REFSEQ:NM_001014627
FBtr0100333	gish-RH	REFSEQ:NM_001014626
FBtr0100334	Rb97D-RC	REFSEQ:NM_001014677
FBtr0100335	Rb97D-RD	REFSEQ:NM_001014676
FBtr0100336	Rb97D-RE	REFSEQ:NM_001014675
FBtr0100337	Rb97D-RF	REFSEQ:NM_001014674
FBtr0100338	Rb97D-RG	REFSEQ:NM_001014673
FBtr0100339	Rb97D-RH	REFSEQ:NM_001014672
FBtr0100340	Rb97D-RI	REFSEQ:NM_001014671
FBtr0100342	sv-RD	REFSEQ:NM_001014701
FBtr0100344	sv-RF	REFSEQ:NM_001014699
FBtr0100345	sv-RG	REFSEQ:NM_001014698
FBtr0100346	sv-RH	REFSEQ:NM_001014697
FBtr0100351	CG10462-RB	REFSEQ:NM_001038826
FBtr0100352	CG10462-RC	REFSEQ:NM_001038825
FBtr0100353	Gart-RB	REFSEQ:NM_001014477
FBtr0100354	CG10973-RB	REFSEQ:NM_001038913
FBtr0100356	Spn43Ab-RB	REFSEQ:NM_001032224
FBtr0100360	CG7255-RF	REFSEQ:NM_001038927
FBtr0100361	rdx-RE	REFSEQ:NM_142069
FBtr0100362	RecQ5-RC	REFSEQ:NM_001014584
FBtr0100363	for-RJ	REFSEQ:NM_001014464
FBtr0100368	Ada2b-RB	REFSEQ:NM_001031980
FBtr0100369	Ih-RB	REFSEQ:NM_001038858
FBtr0100370	Ih-RC	REFSEQ:NM_001038856
FBtr0100372	Ih-RE	REFSEQ:NM_001038859
FBtr0100373	CG14062-RB	REFSEQ:NM_001038985
FBtr0100375	sdt-RF	REFSEQ:NM_001038747
FBtr0100376	sdt-RG	REFSEQ:NM_001038746
FBtr0100379	CG3164-RD	REFSEQ:NM_001038776
FBtr0100380	z-RB	REFSEQ:NM_001038738
FBtr0100381	nrv2-RE	REFSEQ:NM_001014476
FBtr0100382	nrv2-RF	REFSEQ:NM_001014475
FBtr0100383	HemK2-RA	REFSEQ:NM_001032050
FBtr0100384	disco-RB	REFSEQ:NM_001038758
FBtr0100387	Zasp52-RE	REFSEQ:NM_001032250
FBtr0100388	Zasp52-RF	REFSEQ:NM_001032249
FBtr0100389	Tina-1-RB	REFSEQ:NM_001038885
FBtr0100390	par-1-RL	REFSEQ:NM_001014542
FBtr0100393	par-1-RQ	REFSEQ:NM_001014539
FBtr0100394	Mi-2-RB	REFSEQ:NM_001014591
FBtr0100395	ey-RC	REFSEQ:NM_001014694
FBtr0100396	ey-RD	REFSEQ:NM_001014693
FBtr0100398	Naa35-RB	REFSEQ:NM_001014546
FBtr0100399	dac-RF	REFSEQ:NM_001014487
FBtr0100400	dac-RG	REFSEQ:NM_001014486
FBtr0100402	Dyrk3-RA	REFSEQ:NM_001038721
FBtr0100404	Dyrk3-RC	REFSEQ:NM_001038723
FBtr0100406	Dyrk3-RE	REFSEQ:NM_001038725
FBtr0100407	Clamp-RB	REFSEQ:NM_001014498
FBtr0100408	ovo-RD	REFSEQ:NM_001038742
FBtr0100409	ND-ASHI-RB	REFSEQ:NM_001031877
FBtr0100410	GstD1-RB	REFSEQ:NM_001038953
FBtr0100411	Eip74EF-RD	REFSEQ:NM_001014590
FBtr0100413	Pink1-RC	REFSEQ:NM_001031883
FBtr0100414	Pink1-RD	REFSEQ:NM_001031882
FBtr0100415	Pink1-RE	REFSEQ:NM_001031881
FBtr0100416	Pink1-RF	REFSEQ:NM_001031880
FBtr0100418	Mgat2-RB	REFSEQ:NM_001014684
FBtr0100419	Pink1-RG	REFSEQ:NM_001031879
FBtr0100420	Pink1-RH	REFSEQ:NM_001031878
FBtr0100421	CG32270-RA	REFSEQ:NM_168003
FBtr0100422	GlcAT-P-RC	REFSEQ:NM_001014581
FBtr0100426	Acsl-RD	REFSEQ:NM_001014512
FBtr0100427	Acsl-RE	REFSEQ:NM_001014511
FBtr0100428	Acsl-RF	REFSEQ:NM_001014510
FBtr0100429	Acsl-RG	REFSEQ:NM_001014509
FBtr0100430	Acsl-RH	REFSEQ:NM_001014508
FBtr0100431	Acsl-RI	REFSEQ:NM_001014507
FBtr0100432	Jon25Bi-RB	REFSEQ:NM_001038784
FBtr0100433	CG14667-RB	REFSEQ:NM_001014607
FBtr0100436	Dek-RA	REFSEQ:NM_166199
FBtr0100437	Dek-RB	REFSEQ:NM_143801
FBtr0100438	Dek-RC	REFSEQ:NM_166198
FBtr0100440	Dek-RD	REFSEQ:NM_206139
FBtr0100441	CG14246-RA	REFSEQ:NM_144003
FBtr0100444	Trl-RH	REFSEQ:NM_001038925
FBtr0100445	Trl-RI	REFSEQ:NM_001038926
FBtr0100446	CG12877-RC	REFSEQ:NM_001038984
FBtr0100447	Dyrk2-RD	REFSEQ:NM_001038817
FBtr0100448	Dyrk2-RE	REFSEQ:NM_001038818
FBtr0100449	Pax-RG	REFSEQ:NM_001038824
FBtr0100451	CG33155-RA	REFSEQ:NM_001032248
FBtr0100452	CG33155-RC	REFSEQ:NM_001032247
FBtr0100453	CG33155-RD	REFSEQ:NM_001032246
FBtr0100454	hth-RE	REFSEQ:NM_001014613
FBtr0100455	hth-RF	REFSEQ:NM_001031999
FBtr0100456	CG14929-RA	REFSEQ:NM_135663
FBtr0100457	Stat92E-RG	REFSEQ:NM_001014643
FBtr0100459	grp-RD	REFSEQ:NM_165173
FBtr0100460	RanBPM-RD	REFSEQ:NM_001038849
FBtr0100461	sea-RA	REFSEQ:NM_001032007
FBtr0100462	sea-RC	REFSEQ:NM_001032006
FBtr0100463	CG8188-RB	REFSEQ:NM_001038763
FBtr0100464	sea-RD	REFSEQ:NM_001032005
FBtr0100465	sea-RE	REFSEQ:NM_001032004
FBtr0100466	zip-RC	REFSEQ:NM_001014553
FBtr0100467	zip-RD	REFSEQ:NM_001014552
FBtr0100468	Rbp9-RG	REFSEQ:NM_001014462
FBtr0100469	CG3662-RB	REFSEQ:NM_001038778
FBtr0100470	Slik-RE	REFSEQ:NM_001014549
FBtr0100471	Syn-RD	REFSEQ:NM_169334
FBtr0100472	Syn-RE	REFSEQ:NM_169333
FBtr0100473	mus201-RC	REFSEQ:NM_001032059
FBtr0100475	CG4293-RC	REFSEQ:NM_001038728
FBtr0100476	CG4293-RD	REFSEQ:NM_001038727
FBtr0100477	fax-RC	REFSEQ:NM_001014587
FBtr0100478	fax-RD	REFSEQ:NM_001014586
FBtr0100479	Gapdh1-RB	REFSEQ:NM_001038847
FBtr0100481	Argl-RB	REFSEQ:NM_001032063
FBtr0100482	Pgam1-RB	REFSEQ:NM_001038987
FBtr0100483	Pgam1-RC	REFSEQ:NM_001038986
FBtr0100485	Glyp-RB	REFSEQ:NM_001032048
FBtr0100489	Nos-RF	REFSEQ:NM_001032069
FBtr0100494	ACXC-RB	REFSEQ:NM_001038813
FBtr0100495	CG13430-RA	REFSEQ:NM_001032271
FBtr0100496	CG13430-RB	REFSEQ:NM_001032270
FBtr0100499	cpx-RJ	REFSEQ:NM_001014603
FBtr0100500	cpx-RK	REFSEQ:NM_001014602
FBtr0100501	seq-RA	REFSEQ:NM_001032244
FBtr0100503	Obp22a-RB	REFSEQ:NM_001014457
FBtr0100504	Src64B-RC	REFSEQ:NM_001014562
FBtr0100505	Src64B-RD	REFSEQ:NM_001014561
FBtr0100506	hh-RB	REFSEQ:NM_001038976
FBtr0100507	Src64B-RE	REFSEQ:NM_001014564
FBtr0100508	Src64B-RF	REFSEQ:NM_001014563
FBtr0100511	CG2201-RE	REFSEQ:NM_001038842
FBtr0100513	sotv-RB	REFSEQ:NM_166150
FBtr0100514	how-RC	REFSEQ:NM_001032032
FBtr0100516	Myo95E-RE	REFSEQ:NM_001032037
FBtr0100517	Myo95E-RF	REFSEQ:NM_001032036
FBtr0100518	Myo95E-RG	REFSEQ:NM_001032035
FBtr0100521	a-RC	REFSEQ:NM_001014543
FBtr0100525	CG10097-RB	REFSEQ:NM_001032011
FBtr0100528	DCP2-RD	REFSEQ:NM_001014585
FBtr0100530	SkpA-RH	REFSEQ:NM_001038729
FBtr0100531	Dhpr-RB	REFSEQ:NM_001014579
FBtr0100532	Dhpr-RC	REFSEQ:NM_001014580
FBtr0100533	Pp2A-29B-RB	REFSEQ:NM_001032055
FBtr0100535	Pp2A-29B-RC	REFSEQ:NM_001032054
FBtr0100536	waw-RA	REFSEQ:NM_001031918
FBtr0100537	bocks-RB	REFSEQ:NM_001014611
FBtr0100538	fog-RB	REFSEQ:NM_001038771
FBtr0100540	CkIIbeta-RF	REFSEQ:NM_001014731
FBtr0100541	RpS13-RB	REFSEQ:NM_001038796
FBtr0100543	PIP4K-RA	REFSEQ:NM_001038717
FBtr0100544	PIP4K-RB	REFSEQ:NM_001038716
