tx_name,gene_id,nexon,tx_len,utr5_len,utr3_len
NM_140558,39734,3,1016,124,199
NM_001274974,39734,3,1229,124,412
NM_140559,39735,5,1611,200,463
NM_001274975,39735,5,1534,123,463
NM_140560,39736,2,1463,423,101
NM_001274976,39736,2,1127,87,101
NM_140562,39738,3,1329,166,134
NM_140563,39739,2,1004,90,59
NM_001274979,39740,2,1167,206,106
NM_140564,39740,2,1004,43,106
NM_001202185,39741,3,893,19,19
NM_140565,39741,3,1140,19,266
NM_001274980,39742,2,1558,270,421
NM_140566,39742,2,1362,74,421
NM_079374,39745,3,863,142,178
NR_124950,19836109,1,258,0,0
NM_001274981,39747,4,3086,389,729
NM_140567,39747,4,3086,389,783
NM_001274982,39747,4,3910,389,1607
NM_079376,39749,3,1277,97,49
NR_133245,26067319,5,2592,0,0
NR_133246,26067319,4,2224,0,0
NM_168643,39751,4,3792,365,1411
NR_048281,12797915,1,103,0,0
NM_001202187,10178784,2,325,0,31
NM_001169980,8673985,2,270,0,0
NM_140571,39752,4,1512,85,65
NM_001169981,39752,3,1415,243,65
NR_133247,26067217,1,574,0,0
NR_073940,14462872,2,995,0,0
NM_001259858,49070,17,4003,493,2484
NM_001274990,49070,18,4482,493,653
NM_001382059,49070,17,4395,493,653
NM_001259854,49070,19,4778,743,342
NM_001104144,49070,16,4062,493,1181
NM_001104145,49070,17,4445,486,1181
NM_001259855,49070,19,5430,517,1181
NM_001259856,49070,19,5686,767,1181
NM_001259857,49070,20,5520,517,1181
NM_168646,49070,19,5102,486,1181
NM_168647,49070,17,4257,493,1181
NM_168648,49070,18,4955,468,1181
NM_001382056,49070,6,2371,119,653
NM_140573,49070,7,1906,119,653
NM_001104143,49070,7,2404,119,1181
NM_001382055,49070,6,2869,119,1181
NM_001382057,49070,5,2782,119,1181
NM_001382058,49070,6,2317,119,1181
NM_001316484,3885664,3,819,41,19
NM_001038938,3885664,3,964,41,164
NM_140574,39756,3,1149,43,86
NM_168650,39759,10,3718,378,658
NM_001274993,39759,11,3962,378,902
NM_140577,39759,10,3319,192,658
NM_140579,39761,3,2036,70,97
NM_140580,39762,6,2900,25,49
NM_001259859,12797916,2,504,0,0
NM_001144486,39765,11,5134,571,1296
NM_001169982,39765,11,4622,560,1296
NM_001274998,39765,11,4756,571,1296
NM_001274999,39765,11,5011,571,1296
NM_176333,39765,10,4423,571,1296
NM_206379,39765,9,4166,314,1296
NM_079378,39765,11,4916,571,1579
NM_168651,39765,10,4574,512,1296
NM_001300148,39765,9,4226,164,1296
NM_001169983,39766,5,3814,185,53
NM_001275000,39766,6,3690,133,53
NM_140583,39766,6,3762,133,53
NM_079379,39768,3,950,97,280
NM_001259860,39770,4,4104,558,225
NM_206380,39770,4,3950,404,225
NM_206381,39770,3,4200,486,225
NR_124953,19835183,1,447,0,0
NM_001031959,3772322,4,792,0,282
NM_001031960,3772065,4,528,0,0
NM_001031961,3771798,4,537,0,0
NM_001382067,3772513,4,531,0,0
NR_124957,14462873,1,449,0,0
NM_140590,39775,4,1862,201,368
NM_140592,39777,2,597,118,77
NM_001275002,39777,2,638,118,118
NM_001104146,5740624,3,927,69,135
NM_168655,317887,4,2517,637,758
NM_168656,39778,2,1138,35,65
NM_001202188,39781,2,434,97,127
NM_140597,39782,2,568,29,80
NM_144161,50271,1,420,45,81
NM_140599,39784,2,450,43,77
NM_140600,39785,2,564,58,266
NM_144160,50270,2,501,58,161
NM_140601,39786,2,677,52,202
NM_206384,2768963,2,394,75,55
NM_140609,39794,2,512,31,139
NR_133248,26067218,1,988,0,0
NM_001259862,12797917,2,324,18,72
NM_140612,39797,2,544,47,107
NR_048284,12797918,2,2138,0,0
NM_140614,39799,2,801,242,202
NM_144453,59235,2,538,34,231
NR_124958,19834835,1,323,0,0
NM_140616,39802,2,539,70,73
NM_140617,39803,2,572,59,45
NM_140620,39806,2,606,27,132
NM_001104150,318838,3,1268,63,356
NM_001275008,318838,3,1288,63,874
NM_176335,39807,2,468,102,0
NM_080256,53564,2,798,47,175
NM_144157,50267,2,402,22,80
NM_001043144,39808,5,4192,154,480
NM_140621,39808,4,3310,154,480
NR_133249,26067221,3,1681,0,0
NM_206385,2768960,2,993,0,0
NM_079380,39809,1,709,93,49
NM_140623,39811,3,1180,63,73
NR_133250,26067222,1,419,0,0
NM_140625,39814,1,1148,47,75
NM_140626,39815,1,809,98,57
NM_140628,39817,4,934,68,86
NM_144416,59175,4,956,50,102
NM_001275014,39821,7,4076,249,473
NM_140632,39821,7,4006,179,473
NM_168664,39821,7,4082,255,473
NM_001300152,39824,1,2295,364,872
NM_140634,39824,1,1505,112,334
NM_001275018,39827,7,1758,123,231
NM_001275019,39827,7,1739,123,227
NM_001275020,39827,7,1727,123,227
NM_001275021,39827,7,1736,123,227
NM_001275022,39827,7,1721,123,227
NM_140636,39827,7,1748,123,227
NM_176337,39834,6,3436,197,137
NM_079384,39836,7,2146,88,57
NM_140646,39840,2,949,73,105
NM_001259865,12797919,2,432,103,110
NM_001259867,39842,5,1225,248,539
NM_001275023,39842,4,1085,108,410
NM_079386,39842,4,1085,108,539
NM_001259866,39842,4,1548,108,1002
NM_168673,39842,3,1648,208,1002
NM_140647,39845,1,995,72,128
NM_140648,39846,4,1686,276,87
NM_001275026,39846,4,1537,127,87
NM_001300154,317891,2,725,199,343
NM_168675,317891,1,855,80,343
NM_080194,48903,4,1404,377,358
NM_001259868,48903,4,1322,295,358
NM_001300155,59216,9,3825,353,292
NM_001275027,59216,9,3586,114,292
NM_168676,59216,8,3649,114,292
NM_001275028,59215,8,3694,159,292
NM_168677,59215,8,3691,159,292
NM_140651,39857,1,465,90,111
NR_001972,3772091,1,238,0,0
NR_133254,26067352,1,1011,0,0
NM_140654,39863,3,2187,184,20
NR_124962,19835056,2,500,0,0
NR_124961,19835056,2,829,0,0
NM_001300157,39865,2,1389,436,200
NM_176338,39865,2,1393,44,200
NM_001259871,39866,9,7990,772,1074
NM_001259872,39866,10,8449,772,1074
NM_001275038,39866,10,8449,772,666
NM_001169984,39866,10,8301,552,666
NM_001259873,39866,9,7842,552,1074
NM_001275039,39866,9,8067,552,1074
NM_001275040,39866,10,8076,552,1074
NM_079395,39866,10,8461,552,1234
NM_140657,39867,2,460,30,61
NM_001275041,39869,2,668,7,85
NM_140659,39869,2,688,7,132
NM_140661,39872,4,2005,214,165
NM_001202191,10178787,2,165,11,55
NM_001202192,39873,3,3523,512,470
NM_057450,39873,3,4158,512,1105
NM_168682,39873,3,3177,166,470
NM_140663,39875,3,1570,557,581
NM_168683,39875,4,1486,473,581
NM_001275043,39875,3,1035,22,581
NM_001370056,39876,3,2010,237,180
NM_140664,39876,3,2010,237,195
NM_168684,39876,2,1826,53,195
NM_001259876,39879,6,1622,510,113
NM_140666,39879,5,1238,126,113
NM_079396,39881,7,1757,338,192
NM_140669,39883,6,5454,115,134
NM_168688,317890,1,774,70,17
NM_001300160,39884,3,3124,829,1350
NM_057377,39884,2,3191,896,1350
NM_168689,39884,2,2482,187,1350
NM_140670,39885,1,1450,178,216
NM_140671,39886,3,1047,75,105
NM_001275046,39886,1,578,74,105
NM_140672,39888,1,1826,82,76
NM_001259879,39889,10,2905,332,893
NM_140673,39889,10,2916,343,893
NM_206388,39889,10,3028,455,893
NM_168692,317894,1,2064,150,291
NR_133257,26067226,1,349,0,0
NM_001275047,39889,8,2690,117,893
NM_170635,39889,9,2860,290,893
NM_206387,39889,10,2804,234,893
NM_140674,39889,3,3051,638,328
NM_206391,39889,4,7424,638,342
NM_001202193,39889,7,4501,638,893
NM_168694,39889,6,2099,186,893
NM_206389,39889,6,2110,356,893
NM_001316485,39889,6,1894,140,893
NM_001169985,39889,5,1814,183,893
NM_140676,39889,5,1810,179,893
NM_206390,39889,5,1832,201,893
NM_206392,2768967,1,743,79,106
NM_001104158,2768955,3,842,62,0
NM_001347747,2768955,4,806,62,0
NM_168704,39899,13,4376,459,599
NM_176340,39899,11,3718,65,599
NM_176341,39899,11,3691,65,599
NM_168703,39899,11,4384,114,1243
NM_168702,39899,11,3698,72,599
NM_001104159,39899,12,4028,111,599
NM_176342,39899,11,3742,89,599
NM_168701,39899,11,4381,111,1243
NM_001104160,39900,9,6987,650,247
NM_001202194,39900,9,6887,550,247
NM_168705,39900,8,3506,103,247
NM_168706,39900,8,3475,72,247
NM_140685,39900,8,3499,96,247
NM_140688,39904,2,3675,103,92
NM_140690,39907,1,2790,330,312
NM_176343,39908,4,2123,154,223
NM_140693,39910,1,1198,31,27
NM_140697,39914,3,1551,269,91
NM_001300162,39916,5,1059,194,397
NM_079398,39916,5,962,97,397
NM_168717,39917,8,2335,215,1088
NM_140699,39917,6,2028,133,1088
NM_140700,39918,4,1418,102,119
NR_048288,12797922,2,616,0,0
NM_140705,39923,4,1138,93,82
NR_073943,14462876,2,604,0,0
NR_073944,14462877,1,789,0,0
NM_140707,39925,1,571,84,154
NR_048289,12797923,1,100,0,0
NM_140709,39927,1,1653,0,0
NR_124966,19835279,1,494,0,0
NM_001316448,39934,7,5347,784,591
NM_001275054,39934,7,4750,187,591
NM_001300163,39934,6,4679,116,591
NM_140715,39934,6,4682,116,591
NM_079400,39935,1,2130,111,822
NR_124968,19835411,1,591,0,0
NM_144156,50266,4,417,57,87
NM_168733,39944,6,1928,69,113
NM_140725,39947,2,6404,527,1908
NM_001275055,39947,2,8180,125,4086
NM_001275056,39947,2,6143,266,1908
NR_124969,19835846,2,324,0,0
NM_140726,39948,2,762,181,212
NM_001275057,39949,7,2249,580,139
NM_140727,39949,7,1950,281,139
NM_001202196,39950,4,625,297,58
NM_140728,39950,4,654,326,58
NM_001275058,39950,3,425,97,58
NM_001202195,39950,3,746,97,379
NM_001104163,5740115,1,330,89,76
NM_001300165,5740115,2,785,89,477
NM_140730,39952,2,990,210,78
NM_001275059,39952,1,834,54,78
NM_001169989,39954,9,3715,657,598
NM_140732,39954,9,3704,646,598
NM_001300166,39954,9,3658,600,598
NM_001300167,39954,8,4063,1005,598
NM_168735,317900,1,421,9,64
NM_140734,39956,1,1587,170,154
NM_001275060,39956,1,2639,170,1206
NM_001300168,39956,2,1672,170,239
NM_001300169,39956,1,10443,170,9010
NM_001144492,39958,19,4098,380,766
NM_001144493,39958,20,4131,380,766
NM_001275061,39958,20,4164,380,766
NM_001275062,39958,20,4146,380,766
NM_168736,39958,17,3651,380,766
NM_168738,39958,18,3942,380,766
NM_140736,39958,20,4454,380,1050
NM_168737,39958,20,3917,280,766
NM_206394,39958,17,3384,236,766
NM_140738,39960,1,833,11,9
NM_001300170,39960,1,1155,11,331
NM_140741,39965,13,3823,479,494
NM_001275066,39965,13,4338,479,985
NR_048292,12797925,1,147,0,0
NR_124972,19834836,1,864,0,0
NM_140742,39966,5,1696,291,166
NM_001300171,39966,5,1822,291,292
NM_140743,39969,3,657,71,49
NM_001104164,5740860,4,1059,62,439
NM_001169990,5740860,4,804,222,24
NM_168744,39972,10,2778,550,815
NR_133258,26067303,1,577,0,0
NM_140747,39973,1,2001,285,255
NM_001275069,39973,1,1814,98,255
NM_168746,317898,1,1442,53,129
NM_168747,317897,13,2276,364,199
NM_079407,39984,6,4071,920,1090
NR_124975,19834882,2,873,0,0
NM_140760,39988,4,2252,281,456
NM_001275071,39988,4,1903,161,227
NM_001275072,39989,3,2213,153,62
NM_140761,39989,3,2477,153,326
NM_001038940,3885644,3,1148,0,95
NM_001169992,39991,7,2101,274,69
NM_001169991,39991,7,3099,301,1040
NM_140763,39991,7,3171,373,1040
NM_140766,39994,6,1894,104,50
NM_140768,39997,2,1485,111,246
NR_133260,26067100,2,1143,0,0
NR_133259,26067100,2,1092,0,0
NM_168759,317904,5,992,103,478
NM_168760,317904,5,983,103,478
NM_001144495,7354474,5,1142,111,623
NR_124977,19835953,1,523,0,0
NM_079410,40001,2,825,83,64
NM_079411,40003,4,2816,101,174
NM_001275077,317907,4,1701,280,215
NM_168762,317907,4,4876,280,3390
NM_140772,40004,2,1436,249,113
NM_168763,40004,2,1455,268,113
NM_001275078,317907,3,1563,142,215
NM_080241,50263,3,1318,387,310
NM_140775,40007,3,986,123,281
NM_001275080,40007,3,1166,123,461
NR_124980,19835941,1,761,0,0
NM_140777,40010,3,2023,11,71
NR_133263,26067262,1,428,0,0
NR_133265,26067263,1,540,0,0
NM_140778,40011,2,699,0,144
NR_048294,12797933,3,621,0,0
NR_133267,26067301,1,749,0,0
NR_048295,12797934,2,1087,0,0
NR_124981,12797934,3,665,0,0
NR_124984,19835148,1,382,0,0
NR_124985,19835791,1,402,0,0
NR_124986,19835791,2,353,0,0
NM_168767,317909,1,470,14,45
NM_140783,40020,4,2912,545,915
NR_124987,19834747,1,799,0,0
NM_140784,40021,1,1407,100,23
NR_124988,19834962,1,471,0,0
NR_124989,19835413,1,435,0,0
NM_140786,40024,8,1575,15,12
NM_140787,40025,6,1548,0,0
NM_140788,40026,7,1548,43,92
NM_168769,317911,7,1773,9,201
NM_168770,40028,7,1692,78,84
NM_140791,40031,2,2002,95,287
NM_001275088,40032,9,3872,1041,923
NM_001275090,40032,10,4016,867,923
NM_140792,40032,9,3975,826,923
NM_001275089,40032,8,4663,1514,923
NM_001169993,8674004,3,654,74,151
NM_079418,40034,4,1785,206,100
NM_168774,326199,2,616,93,97
NM_001382188,40038,4,1090,86,128
NM_140796,40038,4,1164,283,128
NR_124990,19835979,2,664,0,0
NR_124991,19835979,2,648,0,0
NR_124992,19835979,2,453,0,0
NR_073946,14462881,1,506,0,0
NM_140799,40041,1,1212,21,54
NM_140800,40042,2,713,47,135
NM_140802,40044,4,1221,131,97
NM_168777,40047,1,1183,136,381
NM_140804,40047,2,1124,77,381
NM_080483,40048,3,1993,182,290
NR_048296,12797935,3,1064,0,0
NR_133271,19835942,2,4902,0,0
NR_124993,19835378,1,306,0,0
NR_048297,12797936,1,84,0,0
NM_001259896,40050,4,1025,74,93
NM_001259897,40051,2,1149,56,82
NM_001275094,40052,2,1117,109,141
NM_140807,40052,2,1391,109,415
NM_001259898,40053,4,607,177,85
NM_140808,40053,3,595,165,85
NM_001104170,5740347,3,564,84,45
NM_079427,40055,2,5316,203,466
NM_140811,40057,3,741,0,195
NM_001275096,40060,2,652,54,148
NM_140813,40060,2,648,50,148
NM_001316443,40060,2,1139,50,639
NM_140815,40062,2,1281,137,43
NM_140816,40064,4,3309,122,391
NM_001316442,40064,4,3382,122,464
NM_140819,40067,2,1325,0,32
NM_001259900,12797937,3,743,79,22
NM_001259901,12797937,3,724,78,22
NM_140822,40070,6,1309,251,71
NR_124995,19836015,1,223,0,0
NM_140823,40071,1,674,53,153
NR_124996,19836077,1,489,0,0
NM_140829,40080,4,2062,536,542
NR_124997,19835801,1,393,0,0
NM_001275104,40083,3,1791,140,196
NM_079430,40083,2,1749,140,196
NM_140834,40086,2,1008,164,34
NR_073948,14462883,1,1042,0,0
NM_001031965,3772049,3,573,0,0
NR_167809,54520462,2,1715,0,0
NR_167811,54520462,2,6770,0,0
NR_167810,54520462,3,1575,0,0
NR_167808,54520462,2,1331,0,0
NM_001275111,40092,1,1707,175,86
NM_001300184,40092,2,1714,117,151
NM_079432,40092,1,1772,175,151
NR_124998,19836158,1,856,0,0
NM_140839,40094,2,656,251,51
NM_168789,40094,2,987,299,334
NM_001144501,40096,4,1635,902,91
NM_001300186,7354371,4,1635,501,744
NM_001144500,7354371,3,1227,93,744
NM_140841,40096,3,1227,494,91
NM_001300187,19835713,1,412,18,115
NM_001300188,19835713,2,543,18,246
NM_140844,40099,7,2948,89,234
NM_140845,40100,5,1536,802,95
NM_001316453,43927,5,2128,535,486
NM_001144502,43927,5,1925,332,486
NM_080528,43927,8,2519,926,486
NM_140852,40109,3,2332,22,0
NR_073951,14462885,2,312,0,0
NM_140854,40111,1,3066,76,311
NR_125002,19834820,1,913,0,0
NM_168795,317919,2,465,54,60
NM_001275116,317919,2,756,54,351
NM_140857,40114,2,507,52,59
NM_001275117,40114,2,600,52,152
NR_133279,26067366,1,912,0,0
NM_168797,317918,2,526,51,85
NM_168799,317917,2,730,394,0
NM_140864,40121,1,771,46,128
NM_001275122,40122,3,1838,435,128
NM_001104174,40122,3,1516,113,128
NM_001104175,40123,5,4516,347,482
NM_001275123,40123,5,4525,347,482
NM_001275124,40123,6,4445,347,411
NR_167784,14462886,2,447,0,0
NM_001382152,54520441,4,1827,71,1654
NM_168803,40126,4,1827,441,192
NM_140868,40126,3,1466,80,192
NM_140870,40128,4,2156,56,78
NR_133280,26067244,1,3898,0,0
NR_048299,12797939,1,78,0,0
NM_140872,40131,8,2384,129,128
NM_001275127,40134,4,2053,72,163
NM_079437,40134,4,2056,72,163
NM_001275128,40135,2,2423,140,2019
NM_168804,40135,3,1828,140,1139
NM_168805,40135,3,1813,140,1139
NM_140875,40137,5,1693,373,93
NM_140877,40139,1,1035,96,228
NM_001202202,40141,1,1129,285,187
NM_079439,40141,1,1505,285,563
NM_140879,40142,2,3746,105,116
NM_078996,40148,6,1466,91,334
NM_001170000,8674063,1,1409,422,180
NM_140889,40154,1,1409,422,180
NM_001170000,8674063,1,1409,422,180
NM_140889,40154,1,1409,422,180
NM_001275135,40155,8,3920,338,240
NM_079442,40155,7,3818,236,240
NM_168815,40155,8,3841,259,240
NM_168816,40155,8,3951,369,240
NR_048301,12798421,1,99,0,0
NM_001104177,40157,8,1991,0,50
NM_168817,40157,7,1761,163,50
NM_001144510,40157,6,1735,124,1245
NM_140891,40157,6,1722,124,50
NM_140893,40159,3,1642,1140,142
NM_001300192,40159,4,671,169,142
NM_168819,40159,4,660,107,142
NM_079443,40160,6,2322,112,578
NM_001038944,40164,4,2416,361,333
NM_079445,40164,4,2425,361,333
NM_001275140,40164,4,3588,361,1496
NM_001275139,40164,3,2042,89,333
NM_001275141,40164,3,2033,89,333
NM_168820,317924,3,1606,131,176
NM_080047,44830,8,7740,62,82
NM_001259906,44830,3,1723,36,82
NM_001043152,40167,5,2729,522,314
NM_001275143,40167,5,2432,228,314
NM_168821,40167,5,2417,213,314
NM_168822,40167,5,2394,190,314
NM_168823,40167,4,2500,296,314
NM_001275144,40167,5,2686,479,314
NM_168824,40167,4,2457,169,314
NM_079447,40167,4,2396,189,314
NR_125009,19835067,1,412,0,0
NM_001275145,40169,14,6311,255,716
NM_001275146,40169,14,6254,255,716
NM_001275147,40169,14,6245,255,716
NM_001275148,40169,14,6302,255,716
NR_073953,14462887,2,785,0,0
NM_168825,40172,3,2082,319,176
NM_140899,40172,2,2148,175,176
NM_140901,40174,2,3041,140,141
NM_140902,40176,3,650,151,121
NM_001275150,40176,3,847,151,318
NM_140903,40177,2,1797,118,296
NM_001275151,40179,5,1442,84,752
NM_140905,40179,5,1540,182,752
NM_001382166,54520452,2,572,47,420
NR_125010,19835442,1,482,0,0
NM_001259909,40180,21,5320,416,965
NM_079449,40180,20,5305,416,965
NM_001202206,40182,3,2373,0,0
NM_140909,40184,2,1917,71,40
NR_125011,19835113,1,1034,0,0
NR_125012,19835113,2,593,0,0
NM_176364,40187,4,627,283,107
NM_001300195,40187,6,1696,671,464
NM_176365,40186,6,899,244,82
NM_140910,40187,4,970,302,107
NM_001275156,40189,4,1008,205,287
NM_140912,40189,3,743,79,148
NM_140913,40190,3,1506,182,55
NM_168830,40190,3,1736,182,285
NM_001300197,40191,21,14407,215,122
NM_001031967,40191,22,14221,96,25
NM_140914,40191,21,14288,96,122
NR_125013,19835003,1,1042,0,0
NM_140918,40197,2,1397,27,161
NM_001275160,40201,15,5786,128,123
NM_079453,40201,15,5795,128,123
NR_133281,26067269,1,497,0,0
NM_140927,40207,4,837,129,219
NM_168831,40207,3,898,190,219
NM_001202209,10178965,1,395,25,106
NM_140932,40212,2,1377,91,191
NM_001275165,40212,2,1828,91,642
NM_140935,40215,2,1092,38,49
NM_001275169,40215,2,1323,38,280
NM_001275170,40216,2,1136,91,31
NM_001275171,40217,5,3555,369,573
NM_140937,40217,3,3681,435,573
NM_168835,40217,4,3615,369,573
NM_140938,40218,2,1527,51,183
NM_001170009,40221,2,1005,67,278
NM_168838,40222,3,1062,276,174
NM_001275172,40221,2,1073,135,278
NM_140940,40222,3,910,124,174
NM_001170010,40221,1,1230,292,278
NM_079454,40221,2,1113,175,278
NM_176366,40224,13,4189,544,1404
NM_176367,40224,13,4364,719,1404
NM_080490,40224,13,4551,906,1404
NM_001370029,40224,12,3702,264,1404
NM_176368,40224,12,3879,489,1404
NM_168839,326202,1,2987,0,239
NR_073956,14462890,2,2827,0,0
NM_001300198,40231,7,1289,174,368
NM_140947,40231,7,1295,180,368
NM_168842,40231,7,1947,515,685
NM_001202210,40231,5,1427,100,685
NM_079455,40232,5,2980,656,593
NM_001014592,40232,5,2324,263,330
NM_079456,40233,4,2070,161,1030
NM_140948,40234,5,1992,583,56
NM_168844,40234,6,1930,521,56
NM_001300199,40234,5,2161,583,225
NM_140949,40235,5,1161,34,38
NM_001275174,40236,5,1430,39,140
NM_140950,40236,5,1440,49,140
NM_001275175,40240,8,1806,210,282
NM_140953,40240,7,2321,766,238
NM_168845,40240,8,1801,246,238
NM_168846,40240,8,1765,210,238
NM_168847,40240,8,2030,475,238
NM_168848,40240,8,1788,233,238
NM_001275176,40240,8,1873,210,319
NM_176369,40240,7,1739,184,238
NM_001275177,40241,5,2230,1090,99
NM_140954,40241,4,1938,306,99
NM_206402,40241,3,1750,610,99
NM_140955,40242,2,1453,90,190
NM_001259915,40243,3,1188,0,0
NM_140956,40243,4,1131,0,0
NM_176370,40246,1,3062,118,334
NM_140958,40247,3,1305,199,47
NM_001369968,40247,3,1168,62,47
NM_001275178,40249,13,3257,389,516
NM_140959,40249,13,3257,389,630
NM_001275179,40249,13,2974,127,630
NM_133434,46234,7,1910,384,272
NM_080131,46234,7,2386,116,731
NM_138997,46234,7,1866,334,272
NM_001259919,46234,7,2352,334,731
NM_168851,46234,7,2093,156,731
NM_168852,46234,6,1541,63,272
NM_001259918,46234,6,1370,69,272
NR_133283,26067300,1,3289,0,0
NR_133284,26067300,2,2422,0,0
NM_140963,40255,4,7031,89,87
NM_079460,40260,9,2048,315,107
NM_001275181,40260,9,1879,188,107
NM_001275182,40260,9,1891,158,107
NM_168856,40260,9,1849,158,107
NM_001144516,40260,9,1778,144,107
NM_001300200,40262,4,1866,132,996
NM_140967,40262,4,1859,132,245
NR_125017,19836123,1,322,0,0
NR_073959,14462893,1,610,0,0
NM_140969,40264,6,1063,123,184
NM_001170011,40264,6,1148,208,184
NR_033163,8674065,5,496,0,0
NR_003873,5740454,1,89,0,0
NR_003874,5740295,1,79,0,0
NR_003875,5740800,1,79,0,0
NR_003876,5740641,1,79,0,0
NM_140972,40267,2,1477,21,256
NM_140973,40268,6,1314,68,142
NM_176371,40269,2,947,115,514
NM_176372,40270,2,1617,61,491
NM_176373,40270,2,1975,425,491
NM_140977,40272,5,1611,261,99
NM_001275187,40272,4,1483,133,99
NM_001104179,40273,2,2171,313,265
NM_168861,40273,5,2827,126,421
NM_168863,40273,4,2077,213,421
NM_140979,40274,1,1665,36,0
NM_140980,40275,1,1515,0,0
NM_140981,40276,1,1344,0,0
NM_168860,40273,5,2813,112,421
NM_168862,40273,2,1090,84,265
NM_140984,40280,4,787,147,148
NM_140986,40282,3,950,78,89
NM_140988,40284,3,579,0,0
NM_001275190,40284,2,495,87,0
NR_156777,36786377,1,324,0,0
NR_125021,19834928,1,1024,0,0
NR_125022,19835577,1,465,0,0
NR_125023,19835937,1,480,0,0
NM_140989,40286,3,3413,31,115
NR_125024,19835593,2,1012,0,0
NM_001275191,5740551,3,543,0,6
NM_140991,40289,3,2532,527,850
NM_001259921,12798428,2,250,33,97
NM_144024,50107,3,386,55,73
NM_001300203,50107,3,444,55,131
NM_001259922,40292,4,4391,1924,130
NM_001259923,40292,4,3620,1153,130
NM_001275193,40292,3,3939,1472,130
NM_140994,40292,3,3355,272,224
NM_168869,40292,4,3296,213,224
NM_140996,40294,3,1249,134,272
NR_167873,54520522,2,2792,0,0
NR_167875,54520522,2,2806,0,0
NR_167874,54520522,2,2886,0,0
NM_168874,40299,2,1013,106,91
NM_168873,40299,2,1231,108,76
NM_141001,40299,2,1092,83,91
NM_141002,40300,5,6083,133,70
NM_001275194,40300,6,6134,69,182
NM_001275197,40302,6,3363,134,454
NM_001275198,40302,6,3366,134,454
NM_001275199,40302,6,3360,134,454
NM_141004,40302,6,3369,134,454
NM_001014594,40305,5,2245,542,572
NM_001014593,40305,5,2867,542,1194
NM_001014595,40305,6,3570,477,1962
NM_001014596,40305,6,3240,147,1962
NM_001202218,40305,5,3638,542,1962
NM_001202219,40305,6,3580,484,1962
NM_001202220,40305,6,3243,147,1962
NM_168875,40305,5,3635,542,1962
NM_168876,40305,6,3577,484,1962
NM_001202221,40305,5,1648,70,183
NM_141006,40305,5,3424,70,1962
NM_001014598,40305,5,3315,393,1962
NM_001202217,40305,5,3318,393,1962
NM_001014597,40305,5,3068,215,1962
NM_001202216,40305,5,3245,389,1962
NM_079465,40305,5,3242,389,1962
NM_001202215,40305,6,2426,263,1194
NM_168877,40305,6,2423,263,1194
NM_141007,40307,2,790,29,80
NM_001300204,40307,2,908,29,198
NM_001275200,50109,1,1352,894,254
NM_144025,50109,1,940,482,254
NM_001275201,40309,4,1433,64,31
NM_001170013,40309,5,1806,64,761
NM_141008,40309,6,1754,64,352
NM_001275203,14462897,1,945,161,487
NR_125027,19835350,1,671,0,0
NM_144026,50110,1,537,50,190
NR_125028,19835027,1,280,0,0
NR_125029,19836229,1,272,0,0
NM_141012,40313,1,1365,125,79
NM_141014,40316,1,3237,47,13
NM_001300206,40316,1,3727,47,503
NM_141019,40321,2,824,43,193
NM_001300208,40321,2,421,129,193
NR_133286,26067271,1,495,0,0
NM_141020,40323,3,1990,393,250
NM_001300209,40323,3,1699,102,250
NM_001170015,40325,2,1673,126,89
NM_079468,40325,3,1614,64,89
NM_168881,40327,6,5130,384,768
NM_001170016,40327,6,4931,500,768
NM_206407,40327,7,5314,604,768
NM_001259925,12798436,1,387,86,52
NM_001043153,40327,6,4654,253,768
NR_133288,26067272,1,389,0,0
NM_001275207,14462900,2,1486,620,614
NM_206409,2768989,1,1132,562,222
NM_141026,40331,3,1735,351,148
NM_001259926,40331,3,1462,78,148
NM_168882,43901,2,5375,229,670
NM_206410,2768965,1,1856,82,97
NM_079912,43901,2,5930,784,670
NM_168883,43901,2,5264,118,670
NR_133289,26067278,2,1380,0,0
NM_001104186,5740205,3,796,65,284
NM_141032,40339,3,2010,171,498
NM_206411,40339,3,1659,75,498
NM_168889,40339,3,1842,198,498
NM_168890,40339,2,1704,120,498
NM_001259930,40342,10,2986,516,268
NM_176382,40342,8,2122,516,268
NM_206412,40342,10,2983,516,268
NM_176384,40342,3,1265,86,189
NM_001259931,53573,1,671,163,415
NM_080262,53573,4,1806,163,296
NM_001259932,12798437,2,665,368,0
NM_001259934,40345,7,3541,269,683
NM_001259933,40345,7,4192,413,1190
NM_079471,40345,6,5223,554,2080
NM_168892,40345,4,3832,573,2080
NM_001259935,12798438,2,682,29,104
NR_125031,19836254,2,477,0,0
NM_001275214,40351,3,3824,338,495
NM_141040,40351,3,4093,338,764
NM_001275215,40353,2,2124,1074,627
NM_141042,40353,2,1220,170,627
NM_001275216,14462901,2,305,27,53
NM_001275217,14462901,1,320,33,53
NM_141043,40355,2,522,41,121
NR_125032,19835320,1,683,0,0
NR_133290,26067279,3,1573,0,0
NM_001275221,40357,2,1388,224,225
NM_141045,40357,2,1442,224,225
NM_001275222,40359,7,3311,1898,180
NM_141046,40359,5,2518,1171,180
NM_001300213,40359,5,3355,1171,1017
NM_001104188,40359,7,2078,665,180
NM_001170017,40359,7,1658,245,180
NM_001275223,40359,6,1547,245,180
NM_141047,40360,4,2844,108,291
